species,region,cell_type,hemilineage,known_nt,known_nt_source,known_nt_evidence,known_nt_confidence
adult_drosophila_melanogaster,midbrain,LHPD2d1,VLPd&p1_posterior,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPD2d2,putative_primary,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPD3a2,LHd2,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPD3a4,LHd2,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPD3a5,LHd2,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPD3c1,LHd2,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPD4a1,SLPpm1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPD4b1a,SLPpm1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPD4b1b,SLPpm1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPD4c1,putative_primary,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPD4d1,SLPpm1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPD5a1,putative_primary,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPD5c1,putative_primary,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPD5d1,putative_primary,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV12a1,primary,gaba,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV1c1,putative_primary,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV1c2,putative_primary,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV1d1,putative_primary,gaba,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV2a1_a,VPNp&v1_posterior,gaba,ASB,educated guess,0
adult_drosophila_melanogaster,midbrain,LHPV2a1_a,VPNp&v1_posterior,gaba,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV2a2,VPNp&v1_posterior,gaba,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV2d1,VPNp&v1_posterior,gaba,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV2e1_a,VLPp&l1_anterior,gaba,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV2g1,putative_primary,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV2h1,LHl4_posterior,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV2i1a,LHl4_posterior,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV2i1b,LHl4_posterior,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV2i2a,LHl4_posterior,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV2i2b,LHl4_posterior,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV3a1,VPNp1_medial,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV3a2,VPNp1_medial,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV3b1_b,VPNp1_medial,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV3c1,putative_primary,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,"LHPV4a1,LHPV4a2",LHp1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4a10,LHp1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4a11,LHp1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4a2,LHp1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4a3,LHp1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4a5,LHp1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4a9,LHp1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4b1,SLPp&v1_posterior,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4b2,SLPp&v1_posterior,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4b3,SLPp&v1_posterior,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4b9,SLPp&v1_posterior,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4c4,SLPp&v1_posterior,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4d3,LHp1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4e1,putative_primary,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4h3,LHp1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4j3,LHp1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4k1,LHp1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV4l1,putative_primary,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5a1,DL2_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5a5,DL2_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5b1,DL1_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5b2,DL1_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5b3,DL1_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5b4,DL1_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5b5,DL1_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5b6,DL1_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5c1,DL1_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5c2,DL1_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5c3,DL1_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5d1,DL2_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5e1,DL2_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5e2,DL1_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5e3,putative_primary,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,"LHPV5g1_a,SMP270",DL2_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5g1_b,DL2_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5g2,DL2_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5i1,putative_primary,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV5l1,putative_primary,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV6a1,LHp2,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV6a10,LHp2,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV6a3,LHp2,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV6c1,LHp2,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV6c2,LHp2,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV6l1,SLPpl2,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV6o1,SLPpl2,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV7a1a,VLPl&p1_posterior,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV7a1b,VLPl&p1_posterior,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV7a2,putative_primary,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV7b1,putative_primary,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LHPV7c1,putative_primary,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,LLPC1,NA,acetylcholine,"Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,midbrain,LMTe01,SLPpl1,glutamate,"Sun et al., 2022",immuno,5
adult_drosophila_melanogaster,midbrain,LNO1,putative_primary,gaba,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,LNO2,LALv1_dorsal,glutamate,Lu et al. 2021,intersection,4
adult_drosophila_melanogaster,midbrain,LNOa,LALv1_dorsal,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,LPC1,NA,acetylcholine,"Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,midbrain,LPLC1,VPNd1,acetylcholine,"Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,midbrain,LPLC2,VPNd1,acetylcholine,"Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,midbrain,LPsP,putative_primary,dopamine,"Alekseyenko et al., 2013",immuno,5
adult_drosophila_melanogaster,midbrain,LTe71,SLPpl1,glutamate,"Sun et al., 2022",immuno,5
adult_drosophila_melanogaster,optic_lobes,Lawf1,NA,acetylcholine,"Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,optic_lobes,Lawf2,NA,"acetylcholine, nitric oxide","Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,midbrain,MB-C1,VPNp&v1_posterior,gaba,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,MBON01,putative_primary,glutamate,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON02,putative_primary,glutamate,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON03,putative_primary,glutamate,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON04,putative_primary,glutamate,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON05,putative_primary,glutamate,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON06,putative_primary,glutamate,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON07,putative_primary,glutamate,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON09,putative_primary,gaba,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON10,EBa1,gaba,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON11,putative_primary,gaba,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON12,FLAa2,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON13,FLAa2,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON14,FLAa2,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON15,DL1_dorsal,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON15-like,DL1_dorsal,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON16,DL1_dorsal,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON17,DL1_dorsal,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON17-like,DL1_dorsal,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON18,DL1_dorsal,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON19,DL1_dorsal,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON20,putative_primary,gaba,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MBON28,DL1_dorsal,acetylcholine,ASB,educated guess,0
adult_drosophila_melanogaster,midbrain,MBON33,putative_primary,acetylcholine,"Aso et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,MZ_lvPN,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_adPNm3,ALad1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_adPNm6,ALad1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_adPNm7,ALad1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_adPNm8,ALad1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,"M_ilPNm90,M_ilPN8t91",putative_primary,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_l2PNm15,ALl1_ventral,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lPNm11A,ALl1_ventral,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lPNm11B,ALl1_ventral,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lPNm11C,ALl1_ventral,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lPNm11D,ALl1_ventral,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm24,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm25,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm26,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm27,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm28,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm29,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm31,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm35,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm37,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm39,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm40,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm41,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm42,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm43,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm44,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm45,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm46,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm47,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_lvPNm48,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,M_vPNml50,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml51,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml53,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml54,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml55,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml57,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml60,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml62,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml63,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml64,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml65,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml67,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml68,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml69,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml72,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml80,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,M_vPNml84,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,MeTu1,NA,acetylcholine,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,optic_lobes,Mi1,NA,acetylcholine,"Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,optic_lobes,Mi15,NA,"acetylcholine, nitric oxide, dopamine","Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,optic_lobes,Mi4,NA,"gaba, nitric oxide","Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,optic_lobes,Mi9,NA,"glutamate, gaba","Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,midbrain,MsAHN,NA,histamine,"Cheong et al., 2024 )",immuno,5
adult_drosophila_melanogaster,midbrain,MtAHN,NA,histamine,"Cheong et al., 2024 )",immuno,5
adult_drosophila_melanogaster,midbrain,Nod1,NA,acetylcholine,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,midbrain,Nod2,putative_primary,acetylcholine,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,midbrain,OA-AL2i1,putative_primary,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VPM3,putative_primary,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VPM4,putative_primary,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa1,MD0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa1,MX0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa2,MD0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa2,MX0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa3,MD0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa3,MX0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa4,MD0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa4,MX0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa5,MD0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa5,MX0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa6,MD0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa7,MX0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,OA-VUMa8,MX0__prim,octopamine,"Busch et al., 2009","immuno, intersection",5
adult_drosophila_melanogaster,midbrain,ORN_D,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA1,NA,acetylcholine,"Carlsson et al., 2010 )",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA1,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA2,NA,acetylcholine,"Carlsson et al., 2010 )",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA2,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA3,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA4l,NA,acetylcholine,"Carlsson et al., 2010 )",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA4l,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DA4m,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DC1,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DC2,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DC3,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DC4,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL1,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL2d,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL2v,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL3,NA,acetylcholine,"Carlsson et al., 2010 )",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL3,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL4,NA,acetylcholine,"Carlsson et al., 2010 )",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL4,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DL5,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM1,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM2,NA,acetylcholine,"Carlsson et al., 2010 )",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM2,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM3,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM4,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM5,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DM6,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DP1l,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_DP1m,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_V,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA1d,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA1v,NA,acetylcholine,"Carlsson et al., 2010 )",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA1v,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA2,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA3,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA4,NA,acetylcholine,"Carlsson et al., 2010 )",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA4,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA5,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA6,NA,acetylcholine,"Carlsson et al., 2010 )",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA6,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA7l,NA,acetylcholine,"Carlsson et al., 2010 )",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA7l,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VA7m,NA,acetylcholine,Yasuyama et al. 1999 ),immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VC1,NA,acetylcholine,"Carlsson et al., 2010 )",immuno,5
adult_drosophila_melanogaster,midbrain,ORN_VC1,NA,acetylcholine,Yasuyama et al. 1999,immuno,5
