species,region,cell_type,hemilineage,known_nt,known_nt_source,known_nt_evidence,known_nt_confidence
adult_drosophila_melanogaster,midbrain,Z_vPNml1,ALv1,gaba,"Tanaka et al., 2012",immuno,5
adult_drosophila_melanogaster,midbrain,aSP-g1,SLPal2,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,aSP-g2,SLPal2,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,aSP-g3A,putative_primary,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,aSP-g3B,SLPal2,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,aSP8,LHl1,gaba,"Wang et al., 2021",FISH,3
adult_drosophila_melanogaster,midbrain,cL16,putative_primary,dopamine,"Chiang et al., 2011",MCFO,1
adult_drosophila_melanogaster,midbrain,cM10,putative_primary,gaba,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,midbrain,cM14,DM1_posterior,gaba,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,midbrain,cM17,DM1_posterior,gaba,"Nern et al., 2024",EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaA,DM2_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaA,DM1_CX_d2,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaA,DM3_CX_d2,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaA,DM2_CX_d2,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaA,DM4_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaA,DM3_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaB,DM2_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaB,DM4_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaB,DM3_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaB,DM1_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaB,DM1_CX_v,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaC,DM3_CX_p,"acetylcholine, serotonin",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaC,DM2_CX_p,"acetylcholine, serotonin",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaC,DM1_CX_p,"acetylcholine, serotonin",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaC,DM4_CX_d3,"acetylcholine, serotonin",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaC,DM2_CX_v,"acetylcholine, serotonin",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaC,DM1_CX_v,"acetylcholine, serotonin",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaC,DM4_CX_p,"acetylcholine, serotonin",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaD,DM4_CX_d3,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaD,DM1_CX_v,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaD,DM3_CX_d2,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaD,DM2_CX_d2,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaD,DM1_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaE,DM1_CX_v,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaE,DM4_CX_d3,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaE,DM1_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaE,DM2_CX_d2,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaE,DM3_CX_d2,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaE,DM2_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaE,DM4_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaF,DM2_CX_d2,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaF,DM1_CX_d2,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaF,DM1_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaF,DM4_CX_d2,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaH,DM1_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaH,DM1_CX_v,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaH,DM2_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaH,DM4_CX_d3,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaH,DM3_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaI,DM2_CX_p,acetylcholine,Janelia ),EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaI,DM3_CX_d2,acetylcholine,Janelia ),EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaI,DM4_CX_v,acetylcholine,Janelia ),EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaI,DM3_CX_p,acetylcholine,Janelia ),EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaI,DM2_CX_d2,acetylcholine,Janelia ),EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaI,DM1_CX_d2,acetylcholine,Janelia ),EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaI,DM4_CX_p,acetylcholine,Janelia ),EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaK,DM4_CX_d3,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaK,DM1_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaK,DM4_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaK,DM3_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaK,DM2_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaK,DM1_CX_v,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaL,DM2_CX_d2,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaL,DM3_CX_d2,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaL,DM1_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaL,DM4_CX_d3,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaL,DM2_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaL,DM1_CX_d2,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaM,DM3_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaM,DM2_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaM,DM1_CX_v,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaM,DM1_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,hDeltaM,DM4_CX_d3,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,il3LN6,primary,gaba,"Tanaka et al., 2012",immuno,5
adult_drosophila_melanogaster,midbrain,lLN1_bc,ALl1_dorsal,acetylcholine,"Shang et al., 2007",immuno,5
adult_drosophila_melanogaster,midbrain,lLN2P_b,ALl1_dorsal,gaba,"Sizemore et al., 2023 )",immuno,5
adult_drosophila_melanogaster,midbrain,lLN2T_b,ALl1_dorsal,acetylcholine,"Shang et al., 2007",immuno,5
adult_drosophila_melanogaster,midbrain,lLN2T_c,ALl1_dorsal,acetylcholine,"Shang et al., 2007",immuno,5
adult_drosophila_melanogaster,midbrain,lLN2X03,ALl1_dorsal,acetylcholine,"Shang et al., 2007",immuno,5
adult_drosophila_melanogaster,midbrain,oviDNa_a,SMPpv1,acetylcholine,"Wang et al., 2020",FISH,3
adult_drosophila_melanogaster,midbrain,oviDNa_b,SMPpv1,acetylcholine,"Wang et al., 2020",FISH,3
adult_drosophila_melanogaster,midbrain,oviDNb,SMPpv1,acetylcholine,"Wang et al., 2020",FISH,3
adult_drosophila_melanogaster,midbrain,oviIN,putative_primary,gaba,"Wang et al., 2020",FISH,3
adult_drosophila_melanogaster,midbrain,pC1a,DM4_dorsal,acetylcholine,"Palavicino-Maggio et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,pC1b,DM4_dorsal,acetylcholine,"Palavicino-Maggio et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,pC1c,DM4_dorsal,acetylcholine,"Palavicino-Maggio et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,pC1d,DM4_dorsal,acetylcholine,"Palavicino-Maggio et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,pC1e,DM4_dorsal,acetylcholine,"Palavicino-Maggio et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,s-LNv_b,NA,glycine,Frenkel et al. 2017,RNAi,1
adult_drosophila_melanogaster,midbrain,v2LN36,ALv2,"glutamate, serotonin","Chou et al., 2022",immuno,5
adult_drosophila_melanogaster,midbrain,"vDeltaA,vDeltaB,vDeltaC,vDeltaD,vDeltaE,vDeltaJ,vDeltaK,vDeltaL,vDeltaM",DM2_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,"vDeltaA,vDeltaB,vDeltaC,vDeltaD,vDeltaE,vDeltaJ,vDeltaK,vDeltaL,vDeltaM",DM2_CX_v,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,"vDeltaA,vDeltaB,vDeltaC,vDeltaD,vDeltaE,vDeltaJ,vDeltaK,vDeltaL,vDeltaM",DM3_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,"vDeltaA,vDeltaB,vDeltaC,vDeltaD,vDeltaE,vDeltaJ,vDeltaK,vDeltaL,vDeltaM",DM1_CX_v,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,"vDeltaA,vDeltaB,vDeltaC,vDeltaD,vDeltaE,vDeltaJ,vDeltaK,vDeltaL,vDeltaM",DM4_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,"vDeltaA,vDeltaB,vDeltaC,vDeltaD,vDeltaE,vDeltaJ,vDeltaK,vDeltaL,vDeltaM",DM3_CX_v,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,"vDeltaA,vDeltaB,vDeltaC,vDeltaD,vDeltaE,vDeltaJ,vDeltaK,vDeltaL,vDeltaM",DM4_CX_v,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,"vDeltaA,vDeltaB,vDeltaC,vDeltaD,vDeltaE,vDeltaJ,vDeltaK,vDeltaL,vDeltaM",DM1_CX_p,acetylcholine,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,optic_lobes,NA,NA,acetylcholine,"Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,midbrain,NA,PSa1,gaba,"Ito et al., 2013",immuno,5
adult_drosophila_melanogaster,optic_lobes,NA,NA,glutamate,"Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,optic_lobes,NA,NA,"glutamate, gaba","Davis et al., 2020",TAPIN,4
adult_drosophila_melanogaster,VNC,IN00A028,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A002,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A008,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A019,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A038,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A031,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A001,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A029,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A037,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,AN00A002,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A005,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A013,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A022,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,AN00A006,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A032,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A003,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A081,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A012,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A066,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A023,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A070,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A080,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A079,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A016,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A007,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A015,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A053,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A004,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A071,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A020,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A084,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A009,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A010,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A011,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A014,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A030,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A048,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A044,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A075,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A050,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A021,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A047,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A041,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A051,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A034,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A045,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A059,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A036,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A040,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A025,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A063,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A056,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A046,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A069,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A078,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A068,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A042,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A060,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A076,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A035,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A064,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A065,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A057,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A074,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A039,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A043,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A067,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A062,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A033,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A055,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A077,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A054,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A052,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A017,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A018,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A026,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A024,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A027,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN00A058,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,AN00A008,00A,gaba,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A059,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A003,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A044,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A052,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A011,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A036,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A027,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A029,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A012,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A039,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,NA,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A013,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A032,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A043,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A057,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A016,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A007,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A023,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A042,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,AN01A021,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,AN01A006,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A055,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A010,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A015,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A025,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A038,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A080,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A031,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,AN01A001,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A005,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A009,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A068,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A026,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A037,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A035,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A019,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A063,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A078,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A065,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A076,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A062,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A082,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A001,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A085,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A086,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A028,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A004,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A002,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A008,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A050,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A017,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A034,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A064,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A053,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A030,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A020,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A074,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A054,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A077,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A047,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A056,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A072,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A070,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A048,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A058,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A067,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A018,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,AN01A033,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A060,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A024,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A066,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,AN01A046,01A,acetylcholine,Lacin et al. 2019,FISH,3
adult_drosophila_melanogaster,VNC,IN01A045,01A,acetylcholine,Lacin et al. 2019,FISH,3
