cell_type,hemibrain_type,morphology_group,hemilineage,region,in_fafb,in_hemibrain,in_banc,in_l1
IN02A018,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A028,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A023,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A041,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A037,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A006,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A007,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A033,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A060,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A057,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A050,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A055,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A067,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A008,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A026,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
AN02A025,NA,NA,02A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN02A046,NA,NA,02A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN02A052,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A062,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A065,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
AN02A002,NA,NA,02A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN02A019,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A048,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A010,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A013,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A061,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A043,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
AN02A016,NA,NA,02A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN02A004,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
AN02A001,NA,NA,02A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN02A034,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A039,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A031,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A038,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A014,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A024,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A053,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A021,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
AN02A005,NA,NA,02A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN02A063,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
IN02A051,NA,NA,02A,vnc,TRUE,FALSE,TRUE,FALSE
AN_GNG_199,NA,NA,03A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_VES_12,NA,NA,03A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN03A039,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A053,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A007,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A006,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A014,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A092,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A026,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A031,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A075,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A083,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A089,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A068,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A073,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A042,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A041,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A062,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A040,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A067,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A004,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A064,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A070,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A078,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A095,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A087,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A027,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A081,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A019,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A088,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A013,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A046,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A054,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A061,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A065,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A072,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A066,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A024,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A080,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A084,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A094,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A085,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A020,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A097,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A071,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A038,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A033,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A060,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A056,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A047,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A076,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A091,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A093,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A090,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A079,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A022,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A017,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A010,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A036,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A077,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A025,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A055,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A037,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A059,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A082,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A058,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A016,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A096,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A045,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A051,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A030,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A074,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A050,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A018,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A028,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A048,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A043,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A052,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A009,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A012,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A034,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
AN03A008,NA,NA,03A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN03A032,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A044,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A069,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A021,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A035,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A001,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A057,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A029,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A003,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A011,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A049,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A023,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A063,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A015,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
IN03A005,NA,NA,03A,vnc,TRUE,FALSE,TRUE,FALSE
AN03A002,NA,NA,03A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_4_None,NA,NA,03B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_113,NA,NA,03B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_12,NA,NA,03B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_175,NA,NA,03B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_179,NA,NA,03B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_42,NA,NA,03B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN03B031,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B042,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B021,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B035,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
w-cHIN,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B045,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B064,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B077,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B089,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B060,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B072,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B074,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B070,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B025,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B054,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B068,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B056,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B052,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B062,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B063,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B065,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B055,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B046,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B086,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B022,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B043,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B058,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B091,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B071,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
MNad34,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
"DVMn 2a, b",NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B037,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B008,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B066,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
AN03B011,NA,NA,03B,neck_connective,TRUE,FALSE,TRUE,FALSE
MNad41,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
MNad40,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
MNad31,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
MNad33,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B069,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B061,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B073,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
MNad35,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B088,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B083,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B057,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B020,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B085,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B075,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
DLMn c-f,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B019,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B051,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
iii3 MN,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B015,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
AN03B095,NA,NA,03B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN03B034,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
MNxm01,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B029,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B076,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B084,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B012,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B090,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B038,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B032,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B028,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
MNwm35,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B078,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
"DVMn 3a, b",NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
hg4 MN,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B087,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B080,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
AN03B094,NA,NA,03B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN03B001,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B092,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B081,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B011,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B079,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B049,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B024,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B082,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
iii1 MN,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B005,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B053,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B059,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B067,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
AN03B039,NA,NA,03B,neck_connective,TRUE,FALSE,TRUE,FALSE
MNad36,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B093,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B016,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
MNad45,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
MNad32,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
AN03B050,NA,NA,03B,neck_connective,TRUE,FALSE,TRUE,FALSE
MNad47,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
IN03B036,NA,NA,03B,vnc,TRUE,FALSE,TRUE,FALSE
AN03B009,NA,NA,03B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_165,NA,NA,04A,neck_connective,TRUE,FALSE,TRUE,FALSE
IN04A002,NA,NA,04A,vnc,TRUE,FALSE,TRUE,FALSE
AN04A001,NA,NA,04A,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_4_None,NA,NA,04B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_VES_5,NA,NA,04B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_GNG_VES_8,NA,NA,04B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_IPS_GNG_7,NA,NA,04B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_SPS_IPS_3,NA,NA,04B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_SPS_IPS_5,NA,NA,04B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_46,NA,NA,04B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN04B068,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B063,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B044,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B026,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B100,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B031,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B074,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B037,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B043,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B112,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B110,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B080,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B088,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B078,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B105,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B107,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B104,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B114,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B092,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B095,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B052,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B096,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B113,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B015,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B014,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B034,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B047,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B094,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B079,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B059,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B070,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B067,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B038,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B102,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B072,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B066,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B101,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B091,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B098,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B111,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B115,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B053,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B085,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B009,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B081,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B069,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B097,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B093,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B042,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B048,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B062,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B089,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B099,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B084,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B071,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B108,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B082,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B109,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B025,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B075,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B083,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B076,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B008,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B036,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B018,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B077,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B087,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B103,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B106,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B086,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B013,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B039,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B011,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B027,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B049,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B005,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B032,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B040,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
AN04B004,NA,NA,04B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN04B017,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B046,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B033,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B057,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B010,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B020,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
AN04B003,NA,NA,04B,neck_connective,TRUE,FALSE,TRUE,FALSE
AN04B023,NA,NA,04B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN04B090,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B016,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
AN04B001,NA,NA,04B,neck_connective,TRUE,FALSE,TRUE,FALSE
IN04B061,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B060,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B055,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B058,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B050,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B028,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B021,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B056,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B012,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B035,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B073,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B019,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B002,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
IN04B022,NA,NA,04B,vnc,TRUE,FALSE,TRUE,FALSE
